tm,Tsp1,T1,Q1,P,ierr,D,iae
1818.5,52,52.48,39.04,-2.88,41.92,0,8079.06
1819.5,52,52.48,39,-2.88,41.88,0,8079.54
1820.5,52,52.48,38.97,-2.88,41.85,0,8080.02
1821.5,52,52.48,38.93,-2.88,41.81,0,8080.5
1822.6,52,52.48,38.89,-2.88,41.77,0,8080.98
1823.6,52,52.48,38.85,-2.88,41.73,0,8081.46
1824.6,52,52.48,38.81,-2.88,41.69,0,8081.94
1825.6,52,52.48,38.77,-2.88,41.65,0,8082.42
1826.6,52,52.48,38.74,-2.88,41.62,0,8082.9
1827.6,52,52.48,38.7,-2.88,41.58,0,8083.38
1828.6,52,52.48,38.66,-2.88,41.54,0,8083.86
1829.6,52,52.48,38.62,-2.88,41.5,0,8084.34
1830.6,52,52.48,38.58,-2.88,41.46,0,8084.82
1831.6,52,52.48,38.54,-2.88,41.42,0,8085.3
1832.6,52,52.48,38.5,-2.88,41.38,0,8085.78
1833.6,52,52.48,38.47,-2.88,41.35,0,8086.26
1834.6,52,52.48,38.43,-2.88,41.31,0,8086.74
1835.6,52,52.48,38.39,-2.88,41.27,0,8087.22
1836.6,52,52.48,38.35,-2.88,41.23,0,8087.7
1837.6,52,52.48,38.31,-2.88,41.19,0,8088.18
1838.6,52,52.48,38.27,-2.88,41.15,0,8088.66
1839.6,52,52.48,38.24,-2.88,41.12,0,8089.14
1840.6,52,52.48,38.2,-2.88,41.08,0,8089.62
1841.6,52,52.48,38.16,-2.88,41.04,0,8090.1
1842.6,52,52.48,38.12,-2.88,41,0,8090.58
1843.6,52,52.45,38.26,-2.7,40.96,0,8091.03
1844.6,52,52.48,38.05,-2.88,40.93,0,8091.51
1845.6,52,52.45,38.19,-2.7,40.89,0,8091.96
1846.6,52,52.45,38.15,-2.7,40.85,0,8092.41
1847.6,52,52.42,38.3,-2.52,40.82,0,8092.83
1848.6,52,52.35,38.69,-2.1,40.79,0,8093.18
1849.6,52,52.19,39.64,-1.14,40.78,0,8093.37
1850.6,52,52.16,39.8,-0.96,40.76,0,8093.53
1851.6,52,52.16,39.79,-0.96,40.75,0,8093.69
1852.6,52,52.19,39.59,-1.14,40.73,0,8093.88
1853.6,52,52.16,39.76,-0.96,40.72,0,8094.04
1854.6,52,52.16,39.75,-0.96,40.71,0,8094.2
1855.6,52,52.16,39.74,-0.96,40.7,0,8094.36
1856.6,52,52.16,39.72,-0.96,40.68,0,8094.52
1857.6,52,52.16,39.71,-0.96,40.67,0,8094.68
1858.6,52,52.16,39.7,-0.96,40.66,0,8094.84
1859.6,52,52.16,39.69,-0.96,40.65,0,8095
1860.6,52,52.16,39.67,-0.96,40.63,0,8095.16
1861.6,52,52.16,39.66,-0.96,40.62,0,8095.32
1862.6,52,52.13,39.83,-0.78,40.61,0,8095.45
1863.6,52,52.16,39.64,-0.96,40.6,0,8095.61
1864.6,52,52.16,39.62,-0.96,40.58,0,8095.77
1865.6,52,52.16,39.61,-0.96,40.57,0,8095.93
1866.6,52,52.16,39.6,-0.96,40.56,0,8096.09
1867.6,52,52.16,39.58,-0.96,40.54,0,8096.25
1868.6,52,52.16,39.57,-0.96,40.53,0,8096.41
1869.7,52,52.16,39.56,-0.96,40.52,0,8096.57
1870.7,52,52.16,39.55,-0.96,40.51,0,8096.73
1871.7,52,52.13,39.72,-0.78,40.5,0,8096.86
1872.7,52,52.13,39.71,-0.78,40.49,0,8096.99
1873.7,52,52.13,39.7,-0.78,40.48,0,8097.12
1874.7,52,52.13,39.68,-0.78,40.46,0,8097.25
1875.7,52,52.16,39.49,-0.96,40.45,0,8097.41
1876.7,52,52.13,39.66,-0.78,40.44,0,8097.54
1877.7,52,52.16,39.47,-0.96,40.43,0,8097.7
1878.7,52,51.93,40.85,0.42,40.43,0,8097.77
1879.7,52,52.13,39.64,-0.78,40.42,0,8097.9
1880.7,52,52.09,39.88,-0.54,40.42,0,8097.99
1881.7,52,52.16,39.44,-0.96,40.4,0,8098.15
1882.7,52,52.09,39.86,-0.54,40.4,0,8098.24
1883.7,52,52.09,39.85,-0.54,40.39,0,8098.33
1884.7,52,52.16,39.42,-0.96,40.38,0,8098.49
1885.7,52,52.16,39.4,-0.96,40.36,0,8098.65
1886.7,52,52.13,39.57,-0.78,40.35,0,8098.78
1887.7,52,52.13,39.56,-0.78,40.34,0,8098.91
1888.7,52,52.16,39.37,-0.96,40.33,0,8099.07
1889.7,52,52.03,40.15,-0.18,40.33,0,8099.1
1890.7,52,52.06,39.96,-0.36,40.32,0,8099.16
1891.7,52,52.03,40.14,-0.18,40.32,0,8099.19
1892.7,52,52.13,39.53,-0.78,40.31,0,8099.32
1893.7,52,52.13,39.52,-0.78,40.3,0,8099.45
1894.7,46,52.06,3.45,-36.36,39.81,0,8105.51
1895.7,46,51.9,3.94,-35.4,39.34,0,8111.41
1896.7,46,51.96,3.11,-35.76,38.87,0,8117.37
1897.7,46,52.16,1.41,-36.96,38.37,0,8123.53
1898.7,46,52.13,1.1,-36.78,37.88,0,8129.66
1899.7,46,52.03,1.22,-36.18,37.4,0,8135.69
1900.7,46,52.06,0.55,-36.36,36.91,0,8141.75
1901.7,46,52.06,0.07,-36.36,36.43,0,8147.81
1902.7,46,51.93,0.37,-35.58,35.95,0,8153.74
1903.7,46,51.96,0,-35.76,35.95,0,8159.7
1904.7,46,51.9,0.08,-35.4,35.48,0,8165.6
1905.7,46,51.87,0,-35.22,35.48,0,8171.47
1906.7,46,51.84,0,-35.04,35.48,0,8177.31
1907.7,46,51.84,0,-35.04,35.48,0,8183.15
1908.8,46,51.84,0,-35.04,35.48,0,8188.99
1909.8,46,51.84,0,-35.04,35.48,0,8194.83
1910.8,46,51.74,0.58,-34.44,35.02,0,8200.57
1911.8,46,51.51,1.52,-33.06,34.58,0,8206.08
1912.8,46,51.51,1.07,-33.06,34.13,0,8211.59
1913.8,46,51.51,0.63,-33.06,33.69,0,8217.1
1914.8,46,51.45,0.55,-32.7,33.25,0,8222.55
1915.8,46,51.32,0.9,-31.92,32.82,0,8227.87
1916.8,46,51.19,1.27,-31.14,32.41,0,8233.06
1917.8,46,51.19,0.85,-31.14,31.99,0,8238.25
1918.8,46,51.16,0.62,-30.96,31.58,0,8243.41
1919.8,46,51.06,0.81,-30.36,31.17,0,8248.47
1920.8,46,50.87,1.56,-29.22,30.78,0,8253.34
1921.8,46,50.87,1.17,-29.22,30.39,0,8258.21
1922.8,46,50.71,1.76,-28.26,30.02,0,8262.92
1923.8,46,50.55,2.35,-27.3,29.65,0,8267.47
1924.8,46,50.55,1.99,-27.3,29.29,0,8272.02
1925.8,46,50.51,1.87,-27.06,28.93,0,8276.53
1926.8,46,50.22,3.27,-25.32,28.59,0,8280.75
1927.8,46,50.22,2.93,-25.32,28.25,0,8284.97
1928.8,46,50.19,2.77,-25.14,27.91,0,8289.16
1929.8,46,49.9,4.2,-23.4,27.6,0,8293.06
1930.8,46,49.9,3.89,-23.4,27.29,0,8296.96
1931.8,46,49.87,3.76,-23.22,26.98,0,8300.83
1932.8,46,49.58,5.21,-21.48,26.69,0,8304.41
1933.8,46,49.58,4.92,-21.48,26.4,0,8307.99
1934.8,46,49.42,5.61,-20.52,26.13,0,8311.41
1935.8,46,49.26,6.31,-19.56,25.87,0,8314.67
1936.8,46,49.26,6.05,-19.56,25.61,0,8317.93
1937.8,46,49.1,6.76,-18.6,25.36,0,8321.03
1938.8,46,48.94,7.48,-17.64,25.12,0,8323.97
1939.8,46,48.94,7.25,-17.64,24.89,0,8326.91
1940.8,46,48.61,9.02,-15.66,24.68,0,8329.52
1941.8,46,48.61,8.81,-15.66,24.47,0,8332.13
1942.8,46,48.61,8.6,-15.66,24.26,0,8334.74
1943.8,46,48.29,10.33,-13.74,24.07,0,8337.03
1944.8,46,48.29,10.15,-13.74,23.89,0,8339.32
1945.8,46,48.13,10.94,-12.78,23.72,0,8341.45
1946.8,46,47.97,11.74,-11.82,23.56,0,8343.42
1947.8,46,47.97,11.58,-11.82,23.4,0,8345.39
1948.9,46,47.94,11.61,-11.64,23.25,0,8347.33
1949.9,46,47.68,13.03,-10.08,23.11,0,8349.01
1950.9,46,47.65,13.08,-9.9,22.98,0,8350.66
1951.9,46,47.61,13.19,-9.66,22.85,0,8352.27
1952.9,46,47.36,14.58,-8.16,22.74,0,8353.63
1953.9,46,47.32,14.72,-7.92,22.64,0,8354.95
1954.9,46,47.32,14.61,-7.92,22.53,0,8356.27
1955.9,46,47.03,16.27,-6.18,22.45,0,8357.3
1956.9,46,47,16.37,-6,22.37,0,8358.3
1957.9,46,47,16.29,-6,22.29,0,8359.3
1958.9,46,46.94,16.57,-5.64,22.21,0,8360.24
1959.9,46,46.68,18.08,-4.08,22.16,0,8360.92
1960.9,46,46.68,18.02,-4.08,22.1,0,8361.6
1961.9,46,46.68,17.97,-4.08,22.05,0,8362.28
1962.9,46,46.68,17.92,-4.08,22,0,8362.96
1963.9,46,46.42,19.44,-2.52,21.96,0,8363.38
1964.9,46,46.36,19.77,-2.16,21.93,0,8363.74
1965.9,46,46.33,19.93,-1.98,21.91,0,8364.07
1966.9,46,46.04,21.66,-0.24,21.9,0,8364.11
1967.9,46,46.04,21.66,-0.24,21.9,0,8364.15
1968.9,46,46.04,21.66,-0.24,21.9,0,8364.19
1969.9,46,45.97,22.08,0.18,21.9,0,8364.22
1970.9,46,45.94,22.26,0.36,21.9,0,8364.28
1971.9,46,45.75,23.42,1.5,21.92,0,8364.53
1972.9,46,45.71,23.69,1.74,21.95,0,8364.82
1973.9,46,45.71,23.71,1.74,21.97,0,8365.11
1974.9,46,45.71,23.73,1.74,21.99,0,8365.4
1975.9,46,45.55,24.73,2.7,22.03,0,8365.85
1976.9,46,45.39,25.74,3.66,22.08,0,8366.46
1977.9,46,45.39,25.79,3.66,22.13,0,8367.07
1978.9,46,45.39,25.84,3.66,22.18,0,8367.68
1979.9,46,45.1,27.65,5.4,22.25,0,8368.58
1980.9,46,45.1,27.72,5.4,22.32,0,8369.48
1981.9,46,45.07,27.98,5.58,22.4,0,8370.41
1982.9,46,45.07,28.05,5.58,22.47,0,8371.34
1983.9,46,45.07,28.13,5.58,22.55,0,8372.27
1984.9,46,45.07,28.2,5.58,22.62,0,8373.2
1985.9,46,44.78,30.04,7.32,22.72,0,8374.42
1986.9,46,44.75,30.32,7.5,22.82,0,8375.67
1987.9,46,44.75,30.42,7.5,22.92,0,8376.92
1989,46,44.75,30.52,7.5,23.02,0,8378.17
1990,46,44.75,30.62,7.5,23.12,0,8379.42
1991,46,44.75,30.72,7.5,23.22,0,8380.67
1992,46,44.75,30.82,7.5,23.32,0,8381.92
1993,46,44.68,31.34,7.92,23.42,0,8383.24
1994,46,44.65,31.63,8.1,23.53,0,8384.59
1995,46,44.58,32.17,8.52,23.65,0,8386.01
1996,46,44.46,33.01,9.24,23.77,0,8387.55
1997,46,44.42,33.38,9.48,23.9,0,8389.13
1998,46,44.42,33.5,9.48,24.02,0,8390.71
1999,46,44.42,33.63,9.48,24.15,0,8392.29
2000,46,44.42,33.76,9.48,24.28,0,8393.87
2001,46,44.42,33.88,9.48,24.4,0,8395.45
2002,46,44.42,34.01,9.48,24.53,0,8397.03
2003,46,44.39,34.32,9.66,24.66,0,8398.64
2004,46,44.42,34.27,9.48,24.79,0,8400.22
2005,46,44.42,34.39,9.48,24.91,0,8401.8
2006,46,44.42,34.52,9.48,25.04,0,8403.38
2007,46,44.42,34.65,9.48,25.17,0,8404.96
2008,46,44.42,34.77,9.48,25.29,0,8406.54
2009,46,44.42,34.9,9.48,25.42,0,8408.12
2010,46,44.42,35.03,9.48,25.55,0,8409.7
2011,46,44.36,35.52,9.84,25.68,0,8411.34
2012,46,44.42,35.28,9.48,25.8,0,8412.92
2013,46,44.39,35.59,9.66,25.93,0,8414.53
2014,46,44.33,36.09,10.02,26.07,0,8416.2
2015,46,44.39,35.86,9.66,26.2,0,8417.81
2016,46,44.36,36.17,9.84,26.33,0,8419.45
2017,46,44.39,36.12,9.66,26.46,0,8421.06
2018,46,44.42,36.06,9.48,26.58,0,8422.64
2019,46,44.42,36.19,9.48,26.71,0,8424.22
2020,46,44.42,36.32,9.48,26.84,0,8425.8
2021,46,44.42,36.44,9.48,26.96,0,8427.38
2022,46,44.39,36.75,9.66,27.09,0,8428.99
2023,46,44.42,36.7,9.48,27.22,0,8430.57
2024,46,44.42,36.83,9.48,27.35,0,8432.15
2025,46,44.42,36.95,9.48,27.47,0,8433.73
2026,46,44.42,37.08,9.48,27.6,0,8435.31
2027,46,44.42,37.21,9.48,27.73,0,8436.89
2028,46,44.42,37.33,9.48,27.85,0,8438.47
2029,46,44.42,37.46,9.48,27.98,0,8440.05
2030,46,44.42,37.59,9.48,28.11,0,8441.63
2031.1,46,44.42,37.71,9.48,28.23,0,8443.21
2032.1,46,44.42,37.84,9.48,28.36,0,8444.79
2033.1,46,44.42,37.97,9.48,28.49,0,8446.37
2034.1,46,44.42,38.09,9.48,28.61,0,8447.95
2035.1,46,44.42,38.22,9.48,28.74,0,8449.53
2036.1,46,44.42,38.35,9.48,28.87,0,8451.11
2037.1,46,44.42,38.47,9.48,28.99,0,8452.69
2038.1,46,44.46,38.36,9.24,29.12,0,8454.23
2039.1,46,44.62,37.51,8.28,29.23,0,8455.61
2040.1,46,44.52,38.23,8.88,29.35,0,8457.09
2041.1,46,44.75,36.95,7.5,29.45,0,8458.34
2042.1,46,44.71,37.29,7.74,29.55,0,8459.63
2043.1,46,44.68,37.58,7.92,29.66,0,8460.95
2044.1,46,44.75,37.26,7.5,29.76,0,8462.2
2045.1,46,44.75,37.36,7.5,29.86,0,8463.45
2046.1,46,44.75,37.46,7.5,29.96,0,8464.7
2047.1,46,44.75,37.56,7.5,30.06,0,8465.95
2048.1,46,44.75,37.66,7.5,30.16,0,8467.2
2049.1,46,44.75,37.76,7.5,30.26,0,8468.45
2050.1,46,44.78,37.67,7.32,30.35,0,8469.67
2051.1,46,44.81,37.59,7.14,30.45,0,8470.86
2052.1,46,44.88,37.26,6.72,30.54,0,8471.98
2053.1,46,44.94,36.98,6.36,30.62,0,8473.04
2054.1,46,45.07,36.28,5.58,30.7,0,8473.97
2055.1,46,45.07,36.35,5.58,30.77,0,8474.9
2056.1,46,45.07,36.43,5.58,30.85,0,8475.83
2057.1,46,45.07,36.5,5.58,30.92,0,8476.76
2058.1,46,45.07,36.58,5.58,31,0,8477.69
2059.1,46,45.07,36.65,5.58,31.07,0,8478.62
2060.1,46,45.07,36.73,5.58,31.15,0,8479.55
2061.1,46,45.07,36.8,5.58,31.22,0,8480.48
2062.1,46,45.07,36.88,5.58,31.3,0,8481.41
2063.1,46,45.1,36.77,5.4,31.37,0,8482.31
2064.1,46,45.17,36.41,4.98,31.43,0,8483.14
2065.1,46,45.26,35.93,4.44,31.49,0,8483.88
2066.1,46,45.26,35.99,4.44,31.55,0,8484.62
2067.1,46,45.39,35.26,3.66,31.6,0,8485.23
2068.1,46,45.39,35.31,3.66,31.65,0,8485.84
2069.1,46,45.39,35.36,3.66,31.7,0,8486.45
2070.1,46,45.39,35.41,3.66,31.75,0,8487.06
2071.1,46,45.39,35.46,3.66,31.8,0,8487.67
2072.1,46,45.39,35.51,3.66,31.85,0,8488.28
2073.1,46,45.39,35.56,3.66,31.9,0,8488.89
2074.1,46,45.39,35.6,3.66,31.94,0,8489.5
2075.1,46,45.39,35.65,3.66,31.99,0,8490.11
2076.1,46,45.52,34.91,2.88,32.03,0,8490.59
2077.1,46,45.39,35.74,3.66,32.08,0,8491.2
2078.1,46,45.49,35.18,3.06,32.12,0,8491.71
2079.1,46,45.55,34.86,2.7,32.16,0,8492.16
2080.1,46,45.65,34.29,2.1,32.19,0,8492.51
2081.1,46,45.71,33.95,1.74,32.21,0,8492.8
2082.1,46,45.71,33.97,1.74,32.23,0,8493.09
2083.1,46,45.71,34,1.74,32.26,0,8493.38
2084.2,46,45.71,34.02,1.74,32.28,0,8493.67
2085.2,46,45.71,34.04,1.74,32.3,0,8493.96
2086.2,46,45.71,34.07,1.74,32.33,0,8494.25
2087.2,46,45.71,34.09,1.74,32.35,0,8494.54
2088.2,46,45.71,34.11,1.74,32.37,0,8494.83
2089.2,46,45.71,34.13,1.74,32.39,0,8495.12
2090.2,46,45.75,33.91,1.5,32.41,0,8495.37
2091.2,46,45.75,33.93,1.5,32.43,0,8495.62
2092.2,46,45.71,34.2,1.74,32.46,0,8495.91
2093.2,46,45.91,33.01,0.54,32.47,0,8496
2094.2,46,45.97,32.65,0.18,32.47,0,8496.03
2095.2,46,45.81,33.62,1.14,32.48,0,8496.22
2096.2,46,45.94,32.85,0.36,32.49,0,8496.28
2097.2,46,46.04,32.24,-0.24,32.48,0,8496.32
2098.2,46,46.04,32.24,-0.24,32.48,0,8496.36
2099.2,46,46.04,32.24,-0.24,32.48,0,8496.4
2100.2,46,46.04,32.23,-0.24,32.47,0,8496.44
2101.2,46,46.04,32.23,-0.24,32.47,0,8496.48
2102.2,46,46.04,32.23,-0.24,32.47,0,8496.52
2103.2,46,46.04,32.23,-0.24,32.47,0,8496.56
2104.2,46,46.04,32.22,-0.24,32.46,0,8496.6
2105.2,46,46.04,32.22,-0.24,32.46,0,8496.64
2106.2,46,46.04,32.22,-0.24,32.46,0,8496.68
2107.2,46,46.04,32.21,-0.24,32.45,0,8496.72
2108.2,46,46.04,32.21,-0.24,32.45,0,8496.76
2109.2,46,46.1,31.84,-0.6,32.44,0,8496.86
2110.2,46,46.07,32.02,-0.42,32.44,0,8496.93
2111.2,46,46.04,32.19,-0.24,32.43,0,8496.97
2112.2,46,46.04,32.19,-0.24,32.43,0,8497.01
2113.2,46,46.1,31.82,-0.6,32.42,0,8497.11
2114.2,46,46.07,32,-0.42,32.42,0,8497.18
2115.2,46,46.2,31.2,-1.2,32.4,0,8497.38
2116.2,46,46.29,30.64,-1.74,32.38,0,8497.67
2117.2,46,46.2,31.16,-1.2,32.36,0,8497.87
2118.2,46,46.36,30.17,-2.16,32.33,0,8498.23
2119.2,46,46.36,30.14,-2.16,32.3,0,8498.59
2120.2,46,46.36,30.11,-2.16,32.27,0,8498.95
2121.3,46,46.33,30.27,-1.98,32.25,0,8499.28
2122.3,46,46.36,30.06,-2.16,32.22,0,8499.64
2123.3,46,46.36,30.03,-2.16,32.19,0,8500
2124.3,46,46.36,30,-2.16,32.16,0,8500.36
2125.3,46,46.36,29.97,-2.16,32.13,0,8500.72
2126.3,46,46.36,29.94,-2.16,32.1,0,8501.08
2127.3,46,46.36,29.91,-2.16,32.07,0,8501.44
2128.3,46,46.36,29.89,-2.16,32.05,0,8501.8
2129.3,46,46.36,29.86,-2.16,32.02,0,8502.16
2130.3,46,46.36,29.83,-2.16,31.99,0,8502.52
2131.3,46,46.36,29.8,-2.16,31.96,0,8502.88
2132.3,46,46.36,29.77,-2.16,31.93,0,8503.24
2133.3,46,46.36,29.74,-2.16,31.9,0,8503.6
2134.3,46,46.36,29.71,-2.16,31.87,0,8503.96
2135.3,46,46.36,29.68,-2.16,31.84,0,8504.32
2136.3,46,46.36,29.65,-2.16,31.81,0,8504.68
2137.3,46,46.36,29.63,-2.16,31.79,0,8505.04
2138.3,46,46.36,29.6,-2.16,31.76,0,8505.4
2139.3,46,46.36,29.57,-2.16,31.73,0,8505.76
2140.3,46,46.36,29.54,-2.16,31.7,0,8506.12
2141.3,46,46.36,29.51,-2.16,31.67,0,8506.48
2142.3,46,46.36,29.48,-2.16,31.64,0,8506.84
2143.3,46,46.36,29.45,-2.16,31.61,0,8507.2
2144.3,46,46.36,29.42,-2.16,31.58,0,8507.56
2145.3,46,46.29,29.82,-1.74,31.56,0,8507.85
2146.3,46,46.36,29.37,-2.16,31.53,0,8508.21
2147.3,46,46.36,29.34,-2.16,31.5,0,8508.57
2148.3,46,46.36,29.31,-2.16,31.47,0,8508.93
2149.3,46,46.36,29.28,-2.16,31.44,0,8509.29
2150.3,46,46.36,29.26,-2.16,31.42,0,8509.65
2151.3,46,46.36,29.23,-2.16,31.39,0,8510.01
2152.3,46,46.36,29.2,-2.16,31.36,0,8510.37
2153.3,46,46.36,29.17,-2.16,31.33,0,8510.73
2154.3,46,46.36,29.14,-2.16,31.3,0,8511.09
2155.3,46,46.29,29.54,-1.74,31.28,0,8511.38
2156.3,46,46.33,29.27,-1.98,31.25,0,8511.71
2157.3,46,46.33,29.24,-1.98,31.22,0,8512.04
2158.3,46,46.36,29.04,-2.16,31.2,0,8512.4
2159.3,46,46.33,29.19,-1.98,31.17,0,8512.73
2160.3,46,46.36,28.98,-2.16,31.14,0,8513.09
2161.3,46,46.33,29.13,-1.98,31.11,0,8513.42
2162.3,46,46.36,28.92,-2.16,31.08,0,8513.78
2163.3,46,46.29,29.32,-1.74,31.06,0,8514.07
2164.3,46,46.26,29.48,-1.56,31.04,0,8514.33
2165.3,46,46.33,29.03,-1.98,31.01,0,8514.66
2166.3,46,46.23,29.62,-1.38,31,0,8514.89
2167.4,46,46.29,29.23,-1.74,30.97,0,8515.18
2168.4,46,46.16,30,-0.96,30.96,0,8515.34
2169.4,46,46.07,30.53,-0.42,30.95,0,8515.41
2170.4,46,46.04,30.71,-0.24,30.95,0,8515.45
2171.4,46,46.2,29.73,-1.2,30.93,0,8515.65
2172.4,46,46.16,29.96,-0.96,30.92,0,8515.81
2173.4,46,46.13,30.13,-0.78,30.91,0,8515.94
2174.4,46,46.07,30.49,-0.42,30.91,0,8516.01
2175.4,46,46.04,30.66,-0.24,30.9,0,8516.05
2176.4,46,46.04,30.66,-0.24,30.9,0,8516.09
2177.4,46,46.04,30.66,-0.24,30.9,0,8516.13
2178.4,46,46.07,30.47,-0.42,30.89,0,8516.2
2179.4,46,46.04,30.65,-0.24,30.89,0,8516.24
2180.4,46,46.04,30.64,-0.24,30.88,0,8516.28
2181.4,46,46.04,30.64,-0.24,30.88,0,8516.32
2182.4,46,46.04,30.64,-0.24,30.88,0,8516.36
2183.4,46,46.04,30.63,-0.24,30.87,0,8516.4
2184.4,46,46.04,30.63,-0.24,30.87,0,8516.44
2185.4,46,46.04,30.63,-0.24,30.87,0,8516.48
2186.4,46,46.04,30.62,-0.24,30.86,0,8516.52
2187.4,46,46.04,30.62,-0.24,30.86,0,8516.56
2188.4,46,46.04,30.62,-0.24,30.86,0,8516.6
2189.4,46,46.04,30.62,-0.24,30.86,0,8516.64
2190.4,46,46.04,30.61,-0.24,30.85,0,8516.68
2191.4,46,46.04,30.61,-0.24,30.85,0,8516.72
2192.4,46,46.04,30.61,-0.24,30.85,0,8516.76
2193.4,46,46.04,30.6,-0.24,30.84,0,8516.8
2194.4,46,46.04,30.6,-0.24,30.84,0,8516.84
2195.4,46,46.04,30.6,-0.24,30.84,0,8516.88
2196.4,46,46.04,30.59,-0.24,30.83,0,8516.92
2197.4,46,46.04,30.59,-0.24,30.83,0,8516.96
2198.4,46,46.04,30.59,-0.24,30.83,0,8517
2199.4,46,46.04,30.58,-0.24,30.82,0,8517.04
2200.4,46,46.04,30.58,-0.24,30.82,0,8517.08
2201.4,46,46.04,30.58,-0.24,30.82,0,8517.12
2202.4,46,46.04,30.57,-0.24,30.81,0,8517.16
2203.4,46,46.04,30.57,-0.24,30.81,0,8517.2
2204.4,46,46,30.81,0,30.81,0,8517.2
2205.4,46,46.04,30.57,-0.24,30.81,0,8517.24
2206.4,46,46.04,30.56,-0.24,30.8,0,8517.28
2207.4,46,46.04,30.56,-0.24,30.8,0,8517.32
2208.4,46,46.04,30.56,-0.24,30.8,0,8517.36
2209.4,46,46.04,30.55,-0.24,30.79,0,8517.4
2210.4,46,46.04,30.55,-0.24,30.79,0,8517.44
2211.4,46,46.04,30.55,-0.24,30.79,0,8517.48
2212.4,46,46.04,30.54,-0.24,30.78,0,8517.52
2213.4,46,46.04,30.54,-0.24,30.78,0,8517.56
2214.5,46,46.04,30.54,-0.24,30.78,0,8517.6
2215.5,46,46.04,30.54,-0.24,30.78,0,8517.64
2216.5,46,46.04,30.53,-0.24,30.77,0,8517.68
2217.5,46,46.04,30.53,-0.24,30.77,0,8517.72
2218.5,46,46.04,30.53,-0.24,30.77,0,8517.76
2219.5,46,45.97,30.95,0.18,30.77,0,8517.79
2220.5,46,45.97,30.95,0.18,30.77,0,8517.82
2221.5,46,46,30.77,0,30.77,0,8517.82
2222.5,46,45.94,31.14,0.36,30.78,0,8517.88
2223.5,46,46.04,30.53,-0.24,30.77,0,8517.92
2224.5,46,46.04,30.53,-0.24,30.77,0,8517.96
2225.5,46,46.04,30.53,-0.24,30.77,0,8518
2226.5,46,46.04,30.52,-0.24,30.76,0,8518.04
2227.5,46,46,30.76,0,30.76,0,8518.04
2228.5,46,45.94,31.13,0.36,30.77,0,8518.1
2229.5,46,45.84,31.74,0.96,30.78,0,8518.26
2230.5,46,45.84,31.75,0.96,30.79,0,8518.42
2231.5,46,46,30.79,0,30.79,0,8518.42
2232.5,46,46,30.79,0,30.79,0,8518.42
2233.5,46,45.97,30.98,0.18,30.8,0,8518.45
2234.5,46,45.87,31.59,0.78,30.81,0,8518.58
2235.5,46,45.97,30.99,0.18,30.81,0,8518.61
2236.5,46,45.87,31.6,0.78,30.82,0,8518.74
2237.5,46,45.94,31.18,0.36,30.82,0,8518.8
2238.5,46,46,30.82,0,30.82,0,8518.8
2239.5,46,46,30.82,0,30.82,0,8518.8
2240.5,46,45.97,31.01,0.18,30.83,0,8518.83
2241.5,46,46,30.83,0,30.83,0,8518.83
2242.5,46,45.78,32.16,1.32,30.84,0,8519.05
2243.5,46,45.97,31.03,0.18,30.85,0,8519.08
2244.5,46,45.75,32.37,1.5,30.87,0,8519.33
2245.5,46,45.78,32.2,1.32,30.88,0,8519.55
2246.5,46,45.75,32.4,1.5,30.9,0,8519.8
2247.5,46,45.75,32.42,1.5,30.92,0,8520.05
2248.5,46,45.75,32.44,1.5,30.94,0,8520.3
2249.5,46,45.84,31.92,0.96,30.96,0,8520.46
2250.5,46,45.75,32.48,1.5,30.98,0,8520.71
2251.5,46,45.87,31.77,0.78,30.99,0,8520.84
2252.6,46,45.75,32.51,1.5,31.01,0,8521.09
2253.6,46,45.81,32.16,1.14,31.02,0,8521.28
2254.6,46,45.87,31.81,0.78,31.03,0,8521.41
2255.6,46,45.91,31.58,0.54,31.04,0,8521.5
2256.6,46,46,31.04,0,31.04,0,8521.5
2257.6,46,46.04,30.8,-0.24,31.04,0,8521.54
2258.6,46,46.04,30.79,-0.24,31.03,0,8521.58
2259.6,46,45.87,31.82,0.78,31.04,0,8521.71
2260.6,46,45.97,31.23,0.18,31.05,0,8521.74
2261.6,46,46.04,30.8,-0.24,31.04,0,8521.78
2262.6,46,46.04,30.8,-0.24,31.04,0,8521.82
2263.6,46,46,31.04,0,31.04,0,8521.82
2264.6,46,46.04,30.8,-0.24,31.04,0,8521.86
2265.6,46,46,31.04,0,31.04,0,8521.86
2266.6,46,46.04,30.79,-0.24,31.03,0,8521.9
2267.6,46,46.04,30.79,-0.24,31.03,0,8521.94
2268.6,46,46.04,30.79,-0.24,31.03,0,8521.98
2269.6,46,46.04,30.78,-0.24,31.02,0,8522.02
2270.6,46,46.04,30.78,-0.24,31.02,0,8522.06
2271.6,46,46.04,30.78,-0.24,31.02,0,8522.1
2272.6,46,46.04,30.77,-0.24,31.01,0,8522.14
2273.6,46,46,31.01,0,31.01,0,8522.14
2274.6,46,46,31.01,0,31.01,0,8522.14
2275.6,46,46.04,30.77,-0.24,31.01,0,8522.18
2276.6,46,46,31.01,0,31.01,0,8522.18
2277.6,46,46,31.01,0,31.01,0,8522.18
2278.6,46,46.04,30.77,-0.24,31.01,0,8522.22
2279.6,46,46.04,30.76,-0.24,31,0,8522.26
2280.6,46,46,31,0,31,0,8522.26
